
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067103                       # Number of seconds simulated (Second)
simTicks                                  67103095068                       # Number of ticks simulated (Tick)
finalTick                                 67103095068                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1468.42                       # Real time elapsed on the host (Second)
hostTickRate                                 45697586                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     747020                       # Number of bytes of host memory used (Byte)
simInsts                                    254019556                       # Number of instructions simulated (Count)
simOps                                      437757516                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   172989                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     298115                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201274335                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273499                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1723                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188377                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   244                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388549                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311518                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                907                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201122509                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089825                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.440395                       # Number of insts issued each cycle (Count)
system.cpu0.rename.undoneMaps                  678320                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                      4                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                  5                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                117634629                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                       412359032                       # The number of ROB reads (Count)
system.cpu0.rob.writes                      438540704                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts               127014105                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                 218886650                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.toL2Bus.transDist::ReadResp        478515                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::WritebackDirty      1265611                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::WritebackClean          616                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::CleanEvict       917998                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::UpgradeReq         4254                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::UpgradeResp         4195                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::ReadExReq       911967                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::ReadExResp       910522                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::ReadCleanReq         1128                       # Transaction distribution (Count)
system.cpu0.toL2Bus.transDist::ReadSharedReq       491526                       # Transaction distribution (Count)
system.cpu0.toL2Bus.pktCount_system.cpu0.icache.mem_side_port::system.cpu0.l2cache.cpu_side_port         2872                       # Packet count per connected requestor and responder (Count)
system.cpu0.toL2Bus.pktCount_system.cpu0.dcache.mem_side_port::system.cpu0.l2cache.cpu_side_port      4162395                       # Packet count per connected requestor and responder (Count)
system.cpu0.toL2Bus.pktCount::total           4165267                       # Packet count per connected requestor and responder (Count)
system.cpu0.toL2Bus.pktSize_system.cpu0.icache.mem_side_port::system.cpu0.l2cache.cpu_side_port       111616                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.toL2Bus.pktSize_system.cpu0.dcache.mem_side_port::system.cpu0.l2cache.cpu_side_port    152355328                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.toL2Bus.pktSize::total          152466944                       # Cumulative packet size per connected requestor and responder (Byte)
system.cpu0.toL2Bus.snoops                     825617                       # Total snoops (Count)
system.cpu0.toL2Bus.snoopTraffic             17635712                       # Total snoop traffic (Byte)
system.cpu0.toL2Bus.snoopFanout::samples      2209745                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::mean        0.002971                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::stdev       0.054425                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::underflows            0      0.00%      0.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::0            2203180     99.70%     99.70% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::1               6565      0.30%    100.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::2                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::3                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::4                  0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::overflows            0      0.00%    100.00% # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::min_value            0                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::max_value            1                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.snoopFanout::total        2209745                       # Request fanout histogram (Count)
system.cpu0.toL2Bus.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.toL2Bus.reqLayer0.occupancy    1584598813                       # Layer occupancy (ticks) (Tick)
system.cpu0.toL2Bus.reqLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.toL2Bus.respLayer0.occupancy      1126872                       # Layer occupancy (ticks) (Tick)
system.cpu0.toL2Bus.respLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.toL2Bus.respLayer1.occupancy   1384677270                       # Layer occupancy (ticks) (Tick)
system.cpu0.toL2Bus.respLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.toL2Bus.snoopLayer0.occupancy      3241752                       # Layer occupancy (ticks) (Tick)
system.cpu0.toL2Bus.snoopLayer0.utilization          0.0                       # Layer utilization (Ratio)
system.cpu0.toL2Bus.snoop_filter.totRequests      2772035                       # Total number of requests made to the snoop filter. (Count)
system.cpu0.toL2Bus.snoop_filter.hitSingleRequests      1385626                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu0.toL2Bus.snoop_filter.hitMultiRequests            3                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu0.toL2Bus.snoop_filter.totSnoops         6561                       # Total number of snoops made to the snoop filter. (Count)
system.cpu0.toL2Bus.snoop_filter.hitSingleSnoops         6561                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpu0.toL2Bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.cpu0.workload.numSyscalls                   86                       # Number of system calls (Count)
system.cpu1.numCycles                       200494844                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                      219227286                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                    1194                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                     219113529                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                    14                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined              357614                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined           403648                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved                615                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples          200471710                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              1.092990                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             1.440503                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                 99791003     49.78%     49.78% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                 37350521     18.63%     68.41% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                 34682930     17.30%     85.71% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                 14272053      7.12%     92.83% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                  6822216      3.40%     96.23% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                  4280106      2.14%     98.37% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                  2347995      1.17%     99.54% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                   595463      0.30%     99.84% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                   329423      0.16%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total            200471710                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                 319452     99.87%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatDiv                    0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMisc                   0      0.00%     99.87% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatSqrt                   0      0.00%     99.87% # attempts to use FU when none available (Count)
